Cl1984,CostzPr_6_84_1,CostzPr_6_84_2,MSAVI_22_06_84,NDVI_22_06_84,SAVI_22_06_84,CostzPr_6_84_3,CostzPr_6_84_4,CostzPr_6_84_5,CostzPr_6_84_6,entropy_22_6_84_b4,entropy_22_6_84_b5,entropy_22_6_84_b7,homogeneity_22_6_84_b4,homogeneity_22_6_84_b5,homogeneity_22_6_84_b7,mean_22_6_84_b4,mean_22_6_84_b5,mean_22_6_84_b7,variance_22_6_84_b4,variance_22_6_84_b5,variance_22_6_84_b7
Br,54,24,-0.428060323,0.164179102,0.244444445,28,39,89,40,1.12383604,1.214889646,1.017750263,0.75,0.694444418,0.805555582,0.297743052,0.361979157,0.167534724,83.90911865,125.5430756,26.90771675
Br,52,24,-0.428060323,0.164179102,0.244444445,28,39,89,41,0.843228579,1.291905999,1.104958296,0.916666687,0.75,0.861111104,0.287326396,0.363715291,0.176215276,80.00520325,127.9789352,30.36728477
Br,54,24,-0.428060323,0.164179102,0.244444445,28,39,89,40,1.12383604,1.214889646,1.017750263,0.75,0.694444418,0.805555582,0.297743052,0.361979157,0.167534724,83.90911865,125.5430756,26.90771675
Br,53,24,-0.46472764,0.151515156,0.225563914,28,38,89,40,0.17441605,1.310783625,1.060856938,0.972222209,0.694444418,0.861111104,0.282118052,0.356770843,0.165798604,76.00146484,123.1834183,26.92564392
Br,52,24,-0.428060323,0.164179102,0.244444445,28,39,89,41,0.843228579,1.291905999,1.104958296,0.916666687,0.75,0.861111104,0.287326396,0.363715291,0.176215276,80.00520325,127.9789352,30.36728477
Br,54,24,-0.46472764,0.151515156,0.225563914,28,38,88,39,1.017750263,1.060856938,1.339853048,0.722222209,0.833333313,0.777777791,0.295138896,0.366319448,0.171875,81.91123199,127.9200745,28.04690552
Br,54,24,-0.46472764,0.151515156,0.225563914,28,38,88,39,1.017750263,1.060856938,1.339853048,0.722222209,0.833333313,0.777777791,0.295138896,0.366319448,0.171875,81.91123199,127.9200745,28.04690552
Br,52,24,-0.413365304,0.169230774,0.251908392,27,38,86,38,0.810313582,1.273028374,1.214889646,0.861111104,0.777777791,0.833333313,0.287326396,0.364583343,0.171875,77.95794678,127.9593124,28.04690552
Br,52,24,-0.413365304,0.169230774,0.251908392,27,38,86,38,0.810313582,1.273028374,1.214889646,0.861111104,0.777777791,0.833333313,0.287326396,0.364583343,0.171875,77.95794678,127.9593124,28.04690552
Br,52,25,-0.393153459,0.176470593,0.262773722,28,40,89,41,1.149059653,1.229921699,1.149059653,0.861111104,0.833333313,0.861111104,0.290798604,0.362847209,0.177951396,81.98965454,127.998558,30.34821892
Br,54,25,-0.478119016,0.14705883,0.218978107,29,39,89,43,0.843228579,1.185820341,1.181974649,0.916666687,0.777777791,0.805555582,0.287326396,0.359375,0.177951396,80.00520325,125.601387,31.53089523
Br,53,26,-0.358109623,0.189189196,0.281879187,30,44,91,42,1.629040718,1.214889646,1.288060427,0.666666687,0.727777779,0.777777791,0.342013896,0.379340291,0.184027776,114.2593842,138.1776733,32.86643982
Br,54,24,-0.428060323,0.164179102,0.244444445,28,39,90,42,1.306938052,1.149059653,1.229921699,0.805555582,0.861111104,0.805555582,0.294270843,0.365451396,0.176215276,81.92687988,127.9396896,30.36727905
Br,54,24,-0.428060323,0.164179102,0.244444445,28,39,90,42,1.306938052,1.149059653,1.229921699,0.805555582,0.861111104,0.805555582,0.294270843,0.365451396,0.176215276,81.92687988,127.9396896,30.36727905
Br,53,26,-0.442032188,0.159420297,0.237410069,29,40,91,40,1.291905999,0.516285479,1.185820341,0.722222209,0.944444418,0.722222209,0.319444448,0.371527791,0.177083328,98.68236542,132.7483826,30.35774994
Br,55,25,-0.490852624,0.142857149,0.212765962,30,40,91,42,1.397991657,0.979994953,1.166942596,0.75,0.916666687,0.861111104,0.297743052,0.361979157,0.172743052,83.90908051,125.5430756,29.22158432
Br,54,25,-0.428060323,0.164179102,0.244444445,28,39,91,41,1.493885756,0.9163993,1.310783625,0.722222209,0.888888896,0.722222209,0.303819448,0.368055552,0.175347224,88.10739899,130.354599,29.19355583
Br,55,25,-0.490852624,0.142857149,0.212765962,30,40,91,42,1.397991657,0.979994953,1.166942596,0.75,0.916666687,0.861111104,0.297743052,0.361979157,0.172743052,83.90908051,125.5430756,29.22158432
Br,55,25,-0.455333382,0.154929578,0.230769232,30,41,92,42,1.52295506,0.839382946,1.339853048,0.694444418,0.916666687,0.75,0.309895843,0.3671875,0.174479172,92.30037689,130.3744202,29.20289803
Br,55,25,-0.455333382,0.154929578,0.230769232,30,41,92,42,1.52295506,0.839382946,1.339853048,0.694444418,0.916666687,0.75,0.309895843,0.3671875,0.174479172,92.30037689,130.3744202,29.20289803
Br,52,24,-0.428060323,0.164179102,0.244444445,28,39,84,39,0.795281589,1.12383604,0.766212225,0.805555582,0.888888896,0.888888896,0.290798604,0.357638896,0.161458328,79.94320679,123.1641769,24.59783173
Br,53,25,-0.428060323,0.164179102,0.244444445,28,39,85,39,1.079734564,1.079734564,0.9163993,0.805555582,0.833333313,0.888888896,0.294270843,0.354166657,0.163194448,81.9269104,120.7643356,25.76660538
Br,53,26,-0.358109623,0.189189196,0.281879187,30,44,91,42,1.629040718,1.214889646,1.288060427,0.666666687,0.727777779,0.777777791,0.342013896,0.379340291,0.184027776,114.2593842,138.1776733,32.86643982
Br,55,25,-0.358109623,0.189189196,0.281879187,30,44,91,40,1.229921699,0.516285479,1.185820341,0.75,0.944444418,0.722222209,0.325520843,0.371527791,0.177083328,102.8618088,132.7483826,30.35774994
Br,53,25,-0.428060323,0.164179102,0.244444445,28,39,89,40,1.152905345,1.185820341,0.998872638,0.861111104,0.722222209,0.916666687,0.296006948,0.364583343,0.169270828,83.94084167,127.9593124,26.88976479
Br,56,25,-0.389064699,0.178082198,0.265306115,30,43,89,43,1.229921699,1.031787634,1.262836695,0.75,0.805555582,0.777777791,0.325520843,0.3671875,0.173611104,102.8618088,130.3744202,29.21225166
Br,55,25,-0.490852624,0.142857149,0.212765962,30,40,90,41,1.416869402,1.181974649,0.867563248,0.638888896,0.777777791,0.833333313,0.316840291,0.368055552,0.177083328,96.47107697,130.3546143,30.35777473
Br,56,26,-0.434610516,0.162162155,0.241610736,31,43,90,42,0.642860174,0.348832101,0.795281589,0.861111104,0.944444418,0.805555582,0.337673604,0.373263896,0.181423604,111.4269257,135.1809998,31.49202538
Br,53,26,-0.442032188,0.159420297,0.237410069,29,40,91,40,1.291905999,0.516285479,1.185820341,0.722222209,0.944444418,0.722222209,0.319444448,0.371527791,0.177083328,98.68236542,132.7483826,30.35774994
Br,55,24,-0.442032188,0.159420297,0.237410069,29,40,90,41,1.416869402,1.104958296,1.079734564,0.75,0.805555582,0.833333313,0.306423604,0.365451396,0.166666672,90.10166931,127.9396973,26.91667938
Br,53,26,-0.442032188,0.159420297,0.237410069,29,40,91,40,1.291905999,0.516285479,1.185820341,0.722222209,0.944444418,0.722222209,0.319444448,0.371527791,0.177083328,98.68236542,132.7483826,30.35774994
Br,56,26,-0.434610516,0.162162155,0.241610736,31,43,90,42,0.642860174,0.348832101,0.795281589,0.861111104,0.944444418,0.805555582,0.337673604,0.373263896,0.181423604,111.4269257,135.1809998,31.49202538
Br,55,26,-0.455333382,0.154929578,0.230769232,30,41,88,40,1.262836695,1.031787634,1.262836695,0.694444418,0.805555582,0.777777791,0.323784709,0.3671875,0.173611104,102.8969498,130.3744202,29.21225166
Br,54,26,-0.480109155,0.146666661,0.218543053,32,43,90,41,1.108803988,0.598758817,1.031787634,0.805555582,0.888888896,0.805555582,0.334201396,0.371527791,0.1796875,109.2411346,132.7483826,31.51146126
Br,55,26,-0.455333382,0.154929578,0.230769232,30,41,88,40,1.262836695,1.031787634,1.262836695,0.694444418,0.805555582,0.777777791,0.323784709,0.3671875,0.173611104,102.8969498,130.3744202,29.21225166
Br,56,26,-0.480109155,0.146666661,0.218543053,32,43,91,43,0.642860174,0.598758817,0.872297943,0.861111104,0.888888896,0.833333313,0.337673604,0.371527791,0.180555552,111.4269257,132.7483826,31.50174904
Br,54,26,-0.297830999,0.211267605,0.314685315,28,43,90,42,1.493885756,0.810313582,1.262836695,0.722222209,0.833333313,0.777777791,0.321180552,0.369791657,0.173611104,100.6876984,132.7883759,29.21225166
Br,54,25,-0.468011349,0.150684938,0.224489793,31,42,91,41,1.706057072,0.925701916,1.350044727,0.75,0.816666663,0.805555582,0.327256948,0.372395843,0.177951396,103.0489044,132.7283783,30.34822464
Br,58,28,-0.513296008,0.135802463,0.202453986,35,46,92,44,1.493885756,1.41302371,0.439269155,0.583333313,0.733333349,0.916666687,0.344618052,0.378472209,0.186631948,116.46064,137.9758148,33.79525375
Br,55,26,-0.468011349,0.150684938,0.224489793,31,42,91,41,1.229921699,0.598758817,1.291905999,0.805555582,0.888888896,0.75,0.322048604,0.371527791,0.174479172,100.4480591,132.7483826,29.20290375
Br,55,26,-0.468011349,0.150684938,0.224489793,31,42,91,41,1.229921699,0.598758817,1.291905999,0.805555582,0.888888896,0.75,0.322048604,0.371527791,0.174479172,100.4480591,132.7483826,29.20290375
Br,57,26,-0.402672529,0.173333332,0.258278131,31,44,93,41,1.291905999,0.17441605,1.031787634,0.805555582,0.972222209,0.805555582,0.328993052,0.374131948,0.1796875,104.8294983,135.1608124,31.51146126
Br,55,26,-0.468011349,0.150684938,0.224489793,31,42,91,41,1.229921699,0.598758817,1.291905999,0.805555582,0.888888896,0.75,0.322048604,0.371527791,0.174479172,100.4480591,132.7483826,29.20290375
Br,55,26,-0.468011349,0.150684938,0.224489793,31,42,91,41,1.229921699,0.598758817,1.291905999,0.805555582,0.888888896,0.75,0.322048604,0.371527791,0.174479172,100.4480591,132.7483826,29.20290375
Br,55,25,-0.421439856,0.166666672,0.248275861,30,42,91,41,0.998872638,0.17441605,0.598758817,0.833333313,0.972222209,0.916666687,0.326388896,0.374131948,0.183159724,102.6219864,135.1608124,32.65411758
Br,56,26,-0.421439856,0.166666672,0.248275861,30,42,91,41,1.0720433,0.17441605,0.598758817,0.861111104,0.972222209,0.888888896,0.334201396,0.374131948,0.184027776,109.241127,135.1608124,32.644207
Br,56,26,-0.421439856,0.166666672,0.248275861,30,42,91,41,1.0720433,0.17441605,0.598758817,0.861111104,0.972222209,0.888888896,0.334201396,0.374131948,0.184027776,109.241127,135.1608124,32.644207
Br,54,24,-0.455333382,0.154929578,0.230769232,30,41,89,39,1.149059653,0.998872638,1.291905999,0.833333313,0.833333313,0.75,0.3125,0.368055552,0.169270828,94.06990814,130.354599,28.07437706
Br,53,25,-0.407636523,0.171428576,0.255319148,29,41,87,40,0.348832101,0.998872638,1.262836695,0.944444418,0.833333313,0.777777791,0.3125,0.368055552,0.170138896,93.84765625,130.354599,28.0652256
Br,52,24,-0.442032188,0.159420297,0.237410069,29,40,88,40,1.104958296,1.149059653,1.104958296,0.861111104,0.861111104,0.777777791,0.302951396,0.365451396,0.164930552,87.90140533,127.9396896,25.7490406
Br,55,24,-0.442032188,0.159420297,0.237410069,29,40,90,41,1.416869402,1.104958296,1.079734564,0.75,0.805555582,0.833333313,0.306423604,0.365451396,0.166666672,90.10166931,127.9396973,26.91667938
Agr,53,24,-0.359885335,0.188405797,0.280575544,28,41,86,41,2.014122486,1.368922353,0.921856284,0.539869308,0.705555558,0.861111104,0.307291657,0.356770843,0.1796875,92.08547211,125.8819351,31.51146126
Agr,53,23,-0.517852604,0.13333334,0.198347107,26,34,80,39,1.567056417,1.310783625,1.027941942,0.667647064,0.722222209,0.861111104,0.275173604,0.34375,0.172743052,74.02288818,114.2224045,29.22160339
Agr,53,23,-0.517852604,0.13333334,0.198347107,26,34,80,39,1.567056417,1.310783625,1.027941942,0.667647064,0.722222209,0.861111104,0.275173604,0.34375,0.172743052,74.02288818,114.2224045,29.22160339
Agr,53,23,-0.517852604,0.13333334,0.198347107,26,34,80,39,1.567056417,1.310783625,1.027941942,0.667647064,0.722222209,0.861111104,0.275173604,0.34375,0.172743052,74.02288818,114.2224045,29.22160339
Agr,55,25,-0.697375596,0.07692308,0.114503816,30,35,90,47,1.41302371,1.52295506,1.12383604,0.661111116,0.777777791,0.833333313,0.266493052,0.340277791,0.175347224,67.3480835,111.816452,30.37682343
Agr,53,24,-0.359885335,0.188405797,0.280575544,28,41,86,41,2.014122486,1.368922353,0.921856284,0.539869308,0.705555558,0.861111104,0.307291657,0.356770843,0.1796875,92.08547211,125.8819351,31.51146126
Agr,57,26,-0.713217616,0.072463766,0.107913665,32,37,90,48,1.860089779,1.52295506,0.998872638,0.48888889,0.805555582,0.833333313,0.288194448,0.3515625,0.180555552,78.83170319,121.0437546,31.5017395
Agr,57,26,-0.713217616,0.072463766,0.107913665,32,37,90,48,1.860089779,1.52295506,0.998872638,0.48888889,0.805555582,0.833333313,0.288194448,0.3515625,0.180555552,78.83170319,121.0437546,31.5017395
Agr,58,28,-0.607423961,0.105263159,0.156862751,34,42,90,46,2.04319191,1.416869402,0.848685563,0.444444448,0.805555582,0.833333313,0.317708343,0.356770843,0.182291672,99.82803345,123.1834183,32.66401672
Agr,56,26,-0.642080724,0.09375,0.139534891,29,35,83,42,1.754004121,1.310783625,1.504077435,0.49444443,0.944444418,0.833333313,0.266493052,0.331597209,0.166666672,67.57033539,108.3692169,27.3611145
Agr,50,20,-0.520154715,0.132075474,0.196261689,23,30,72,32,1.599971414,1.181974649,1.783073425,0.649999976,0.916666687,0.75,0.243923604,0.3046875,0.153645828,57.37626266,90.57894897,22.96574402
Agr,50,22,-0.488634408,0.142857149,0.21238938,24,32,70,34,1.706057072,1.475008011,1.490040064,0.633333325,0.872222245,0.805555582,0.256944448,0.311631948,0.158854172,63.34233093,92.48930359,24.84584236
Agr,51,22,-0.472644567,0.148148149,0.220183492,23,31,74,37,1.676987767,1.427061081,0.348832101,0.733333349,0.827777803,0.944444418,0.246527776,0.3046875,0.15625,58.94894028,90.13450623,23.46191788
Agr,52,23,-0.597507715,0.107142858,0.159292042,25,31,73,35,0.839382946,1.031787634,0.439269155,0.861111104,0.861111104,0.916666687,0.224826396,0.302951396,0.153645828,49.1363945,89.9451828,23.48715019
Agr,51,22,-0.597507715,0.107142858,0.159292042,25,31,72,32,1.339853048,1.273028374,1.211044073,0.75,0.805555582,0.805555582,0.231770828,0.292534709,0.146701396,52.26957321,81.95825958,20.65230942
Agr,51,22,-0.597507715,0.107142858,0.159292042,25,31,72,32,1.339853048,1.273028374,1.211044073,0.75,0.805555582,0.805555582,0.231770828,0.292534709,0.146701396,52.26957321,81.95825958,20.65230942
Agr,51,22,-0.597507715,0.107142858,0.159292042,25,31,72,32,1.339853048,1.273028374,1.211044073,0.75,0.805555582,0.805555582,0.231770828,0.292534709,0.146701396,52.26957321,81.95825958,20.65230942
Agr,48,21,-0.570749879,0.115384616,0.171428576,23,29,72,33,1.36507678,1.350044727,0.17441605,0.833333313,0.805555582,0.972222209,0.246527776,0.308159709,0.155381948,58.72668457,92.11138153,23.47032547
Agr,48,21,-0.570749879,0.115384616,0.171428576,23,29,72,33,1.36507678,1.350044727,0.17441605,0.833333313,0.805555582,0.972222209,0.246527776,0.308159709,0.155381948,58.72668457,92.11138153,23.47032547
Agr,52,22,-0.609666288,0.103448279,0.15384616,26,32,77,37,1.229921699,1.368922353,0.598758817,0.805555582,0.777777791,0.916666687,0.238715276,0.303819448,0.151909724,55.39669037,90.15097809,22.53774452
Agr,51,22,-0.54920572,0.122807018,0.182608694,25,32,73,35,1.137873292,1.493885756,1.152905345,0.888888896,0.805555582,0.861111104,0.234375,0.301215291,0.143229172,53.84659958,88.15612793,19.71554375
Agr,49,21,-0.455613375,0.15384616,0.22857143,22,30,70,32,0.843228579,1.273028374,1.104958296,0.916666687,0.833333313,0.888888896,0.224826396,0.293402791,0.144097224,49.13638687,81.94256592,19.70788193
Agr,49,21,-0.455613375,0.15384616,0.22857143,22,30,70,32,0.843228579,1.273028374,1.104958296,0.916666687,0.833333313,0.888888896,0.224826396,0.293402791,0.144097224,49.13638687,81.94256592,19.70788193
Agr,52,22,-0.54920572,0.122807018,0.182608694,25,32,74,35,1.214889646,1.445938706,0.839382946,0.888888896,0.833333313,0.916666687,0.236111104,0.305555552,0.1484375,53.82118225,90.11805725,21.6036377
Agr,48,21,-0.504166365,0.137254909,0.203883499,22,29,71,33,1.075888991,1.166942596,0.683738887,0.861111104,0.833333313,0.916666687,0.2265625,0.303819448,0.153645828,49.11209488,87.88515472,22.52129936
Agr,50,22,-0.609666288,0.103448279,0.15384616,26,32,77,38,1.060856938,1.493885756,0.921856284,0.861111104,0.694444418,0.861111104,0.240451396,0.318576396,0.162326396,55.37090302,98.47727966,25.77540398
Agr,50,22,-0.609666288,0.103448279,0.15384616,26,32,77,38,1.060856938,1.493885756,0.921856284,0.861111104,0.694444418,0.861111104,0.240451396,0.318576396,0.162326396,55.37090302,98.47727966,25.77540398
Agr,51,22,-0.503676295,0.137931034,0.205128208,25,33,78,38,0.516285479,0.998872638,0.762366593,0.916666687,0.833333313,0.888888896,0.247395828,0.319444448,0.163194448,58.49118042,98.237854,25.76661301
Agr,51,22,-0.503676295,0.137931034,0.205128208,25,33,78,38,0.516285479,0.998872638,0.762366593,0.916666687,0.833333313,0.888888896,0.247395828,0.319444448,0.163194448,58.49118042,98.237854,25.76661301
Agr,52,24,-0.450625807,0.15625,0.232558146,27,37,82,38,1.310783625,1.445938706,0.742599845,0.944444418,0.861111104,0.972222209,0.291666657,0.332465291,0.165798604,83.30729675,107.2401733,26.9256382
Agr,50,22,-0.427951664,0.163636357,0.243243247,23,32,79,39,1.226076007,1.427061081,0,0.888888896,0.777777791,1,0.253472209,0.315972209,0.15625,62.06348801,96.26574707,23.46191406
Agr,51,22,-0.503676295,0.137931034,0.205128208,25,33,78,39,0.925701916,1.41302371,0.872297943,0.927777767,0.788888872,0.888888896,0.263020843,0.326388896,0.164930552,65.35217285,100.3611679,25.74905014
Agr,52,23,-0.57491982,0.114754096,0.170731708,27,34,83,43,1.262836695,1.860089779,0.872297943,0.622222245,0.661111116,0.888888896,0.274305552,0.337673604,0.178819448,69.27070618,111.8713913,31.52118683
Agr,50,21,-0.570749879,0.115384616,0.171428576,23,29,74,36,1.937106133,1.166942596,0.973648906,0.495424837,0.722222209,0.805555582,0.258680552,0.324652791,0.165798604,67.42248535,102.6571121,26.92565536
Agr,50,21,-0.570749879,0.115384616,0.171428576,23,29,74,36,1.937106133,1.166942596,0.973648906,0.495424837,0.722222209,0.805555582,0.258680552,0.324652791,0.165798604,67.42248535,102.6571121,26.92565536
Agr,52,23,-0.659757435,0.087719299,0.130434781,26,31,77,37,1.185820341,0.983840585,0.318257093,0.75,0.777777791,0.916666687,0.235243052,0.317708343,0.158854172,50.60519791,96.00951385,23.43669891
Agr,50,22,-0.535136938,0.127272725,0.189189196,24,31,78,38,0.766212225,0.683738887,0.683738887,0.861111104,0.916666687,0.888888896,0.223090276,0.309895843,0.159722224,47.54359818,91.85588074,24.61501694
Agr,49,21,-0.520154715,0.132075474,0.196261689,23,30,76,37,0.17441605,1.104958296,0.516285479,0.972222209,0.861111104,0.944444418,0.219618052,0.302951396,0.152777776,45.97357941,87.90140533,22.52951622
Agr,52,22,-0.584562063,0.111111112,0.165137619,24,30,78,38,0.516285479,0.843228579,0.516285479,0.916666687,0.916666687,0.916666687,0.221354172,0.306423604,0.158854172,47.56751633,89.8793869,24.62361526
Agr,48,21,-0.437434763,0.159999996,0.237623766,21,29,71,33,0,1.137873292,0.766212225,1,0.888888896,0.944444418,0.21875,0.296875,0.149305552,45.98535156,83.92494202,21.59559822
Agr,54,24,-0.621107817,0.100000001,0.148760334,27,33,87,43,1.504077435,1.676987767,1.783073425,0.638888896,0.833333313,0.805555582,0.266493052,0.361111104,0.197048604,69.57025146,127.784729,38.7651062
Agr,55,24,-0.57491982,0.114754096,0.170731708,27,34,88,45,1.860089779,1.676987767,1.599971414,0.562091529,0.694444418,0.861111104,0.277777791,0.361979157,0.1953125,70.99081421,127.0986252,37.60759735
Agr,55,24,-0.57491982,0.114754096,0.170731708,27,34,88,45,1.860089779,1.676987767,1.599971414,0.562091529,0.694444418,0.861111104,0.277777791,0.361979157,0.1953125,70.99081421,127.0986252,37.60759735
Agr,57,28,-0.525560737,0.131578952,0.196078435,33,43,106,56,1.860089779,2.04319191,1.966175556,0.75,0.677777767,0.716666639,0.334201396,0.416666657,0.231770828,116.7966919,171.729187,54.71405411
Agr,52,23,-0.597507715,0.107142858,0.159292042,25,31,77,38,0.516285479,1.0720433,0.925701916,0.944444418,0.805555582,0.916666687,0.222222224,0.3203125,0.1640625,47.55555725,98.22065735,25.75782013
Agr,58,29,-0.570965528,0.116883114,0.174193546,34,43,104,53,1.493885756,1.464816332,0.89278692,0.916666687,0.888888896,0.944444418,0.328993052,0.388888896,0.208333328,109.4961624,147.8055573,41.93229294
Agr,53,23,-0.54920572,0.122807018,0.182608694,25,32,80,42,1.204697967,1.52295506,1.098612309,0.972222209,0.833333313,1,0.269965291,0.354166657,0.1875,73.39348602,122.0976563,34.45182419
Agr,53,23,-0.54920572,0.122807018,0.182608694,25,32,80,42,1.204697967,1.52295506,1.098612309,0.972222209,0.833333313,1,0.269965291,0.354166657,0.1875,73.39348602,122.0976563,34.45182419
Agr,53,24,-0.517852604,0.13333334,0.198347107,26,34,84,42,1.310783625,1.52295506,1.098612309,0.944444418,0.888888896,1,0.272569448,0.354166657,0.1875,73.34976196,122.0976563,34.45182419
Agr,53,24,-0.517852604,0.13333334,0.198347107,26,34,84,42,1.310783625,1.52295506,1.098612309,0.944444418,0.888888896,1,0.272569448,0.354166657,0.1875,73.34976196,122.0976563,34.45182419
Agr,52,25,-0.475686222,0.147540987,0.219512194,26,35,84,43,1.676987767,1.310783625,1.098612309,0.888888896,0.944444418,1,0.277777791,0.354166657,0.1875,77.58334351,122.0976563,34.45182419
Agr,51,23,-0.648836255,0.090909094,0.135135129,25,30,79,40,0.925701916,0.89278692,0.636514187,0.944444418,0.944444418,1,0.232638896,0.322916657,0.166666672,52.47927856,100.4306641,26.91666603
Agr,51,23,-0.648836255,0.090909094,0.135135129,25,30,79,40,0.925701916,0.89278692,0.636514187,0.944444418,0.944444418,1,0.232638896,0.322916657,0.166666672,52.47927856,100.4306641,26.91666603
Agr,51,22,-0.648836255,0.090909094,0.135135129,25,30,76,37,0.17441605,0.17441605,0,0.972222209,0.972222209,1,0.219618052,0.313368052,0.15625,45.97357941,93.83084106,23.46191406
Agr,51,22,-0.520154715,0.132075474,0.196261689,23,30,74,36,0.516285479,0,0,0.916666687,1,1,0.221354172,0.3125,0.15625,47.56751633,93.84765625,23.46191406
Agr,51,22,-0.520154715,0.132075474,0.196261689,23,30,74,36,0.516285479,0,0,0.916666687,1,1,0.221354172,0.3125,0.15625,47.56751633,93.84765625,23.46191406
Agr,62,32,-0.53065151,0.130434781,0.194594592,40,52,106,54,1.416869402,0.786701262,0.341869444,0.916666687,0.955555558,0.927777767,0.374131948,0.418402791,0.221354172,135.8274841,167.0176544,45.95004654
Agr,62,32,-0.53065151,0.130434781,0.194594592,40,52,106,54,1.416869402,0.786701262,0.341869444,0.916666687,0.955555558,0.927777767,0.374131948,0.418402791,0.221354172,135.8274841,167.0176544,45.95004654
Agr,58,25,-0.63189435,0.096774191,0.143999994,28,34,98,48,1.937106133,1.060856938,1.629040718,0.555555582,0.777777791,0.722222209,0.28125,0.390625,0.194444448,75.5236969,148.4547119,36.72919464
Agr,58,25,-0.63189435,0.096774191,0.143999994,28,34,98,48,1.937106133,1.060856938,1.629040718,0.555555582,0.777777791,0.722222209,0.28125,0.390625,0.194444448,75.5236969,148.4547119,36.72919464
Agr,58,25,-0.503289342,0.138461545,0.206106871,28,37,97,48,1.735126495,1.567056417,1.581093788,0.805555582,0.716666639,0.805555582,0.292534709,0.377604157,0.191840276,82.84716034,138.8851471,36.98282623
Agr,61,28,-0.447191238,0.157894731,0.235294119,32,44,99,50,1.860089779,1.306938052,0.9163993,0.722222209,0.855555534,0.888888896,0.335069448,0.407986104,0.210069448,108.7419281,162.1348419,43.30764389
Agr,58,25,-0.503289342,0.138461545,0.206106871,28,37,97,48,1.735126495,1.567056417,1.581093788,0.805555582,0.716666639,0.805555582,0.292534709,0.377604157,0.191840276,82.84716034,138.8851471,36.98282623
Agr,54,23,-0.489863485,0.142857149,0.212598428,27,36,87,42,1.442093134,1.937106133,1.812142849,0.805555582,0.688888907,0.777777791,0.287326396,0.357638896,0.178819448,80.44965363,124.7198334,31.00540352
Agr,59,27,-0.539615035,0.126760557,0.188811183,31,40,98,49,1.754004121,1.937106133,1.288060427,0.777777791,0.74444443,0.861111104,0.324652791,0.395833343,0.202256948,104.6571274,151.6845093,39.43405914
Agr,59,27,-0.539615035,0.126760557,0.188811183,31,40,98,49,1.754004121,1.937106133,1.288060427,0.777777791,0.74444443,0.861111104,0.324652791,0.395833343,0.202256948,104.6571274,151.6845093,39.43405914
Agr,68,31,-0.582432032,0.113636367,0.169491529,39,49,127,74,1.966175556,1.204697967,1.204697967,0.281749636,0.322222233,0.422222227,0.397569448,0.486111104,0.288194448,164.1331635,234.6720734,84.70393372
Agr,68,31,-0.582432032,0.113636367,0.169491529,39,49,127,74,1.966175556,1.204697967,1.204697967,0.281749636,0.322222233,0.422222227,0.397569448,0.486111104,0.288194448,164.1331635,234.6720734,84.70393372
Agr,56,27,-0.442032188,0.159420297,0.237410069,29,40,100,50,1.629040718,1.783073425,1.204697967,0.367521375,0.388888896,0.394444436,0.328125,0.442708343,0.240451396,97.8065567,189.5913391,58.03819656
Agr,55,24,-0.54920572,0.122807018,0.182608694,25,32,88,40,1.339853048,1.629040718,1.12383604,0.699999988,0.605555534,0.75,0.256944448,0.363715291,0.172743052,62.00896835,128.6457672,28.03780937
Agr,54,23,-0.40343824,0.172413796,0.256410271,24,34,89,40,1.152905345,1.706057072,1.12383604,0.861111104,0.577777803,0.75,0.266493052,0.364583343,0.172743052,67.12582397,128.6261749,28.03780937
Agr,50,22,-0.427951664,0.163636357,0.243243247,23,32,81,34,0.969803274,1.706057072,0.89278692,0.788888872,0.633333325,0.833333313,0.251736104,0.338541657,0.159722224,58.42486954,109.5950851,24.61504364
Agr,85,48,-0.893042445,0.024,0.035856575,61,64,135,81,0.993415654,1.017750263,1.24395895,0.760960281,0.672222197,0.733333349,0.4921875,0.535590291,0.331597209,244.0496063,282.3863831,109.2955322
Agr,85,47,-0.860313833,0.032786883,0.048979592,59,63,133,82,1.134027719,1.079734564,1.339853048,0.674208164,0.644444466,0.694444418,0.493055552,0.534722209,0.325520843,247.5795746,282.4155579,104.9005432
Agr,76,45,-0.798133731,0.050000001,0.0746888,57,63,128,75,1.442093134,1.442093134,1.860089779,0.622222245,0.555555582,0.49444443,0.470486104,0.493055552,0.287326396,215.5579681,238.9085846,81.33886719
Agr,75,43,-0.823751509,0.042735044,0.063829787,56,61,126,70,1.504077435,1.658110142,1.658110142,0.594444454,0.516666651,0.538888872,0.464409709,0.488715291,0.278645843,209.4979095,232.5927582,75.56865692
Agr,72,42,-0.784741044,0.053571429,0.079999998,53,59,125,71,1.52295506,1.416869402,1.204697967,0.566666663,0.461111099,0.538888872,0.454861104,0.483506948,0.271701396,200.41008,226.299118,72.03127289
Agr,49,23,-0.535136938,0.127272725,0.189189196,24,31,74,33,0.17441605,1.262836695,1.027941942,0.972222209,0.777777791,0.722222209,0.219618052,0.295138896,0.147569448,45.97357941,83.95671844,21.61167145
Agr,51,22,-0.535136938,0.127272725,0.189189196,24,31,72,33,0.766212225,1.339853048,0.872297943,0.861111104,0.805555582,0.833333313,0.223090276,0.296006948,0.149305552,47.54359818,83.94082642,21.59560585
